tweet,polarity
Apakah materi-materi kuliah daring tak terlalu menarik 'tuk dipelajari sehingga undangan demo lebih diprioritaskan? Apakah dosen-dosen sudah tak punya rencana lagi 'tuk berbagi pengetahuan kuliah selain pengetahuan soal Omnibus Law Cipta Lapangan Kerja?,-1
"Kita adalah mahasiswa. Kita pencetus perubahan. Mungkin semangat inilah yang ""menggerayangi"" peserta kuliah daring ketika turun ke jalan-jalan sambil menenteng poster dan spanduk bertuliskan ""Tolak UU Cipta Kerja!""",-1
Seberapa besar pengaruh Omnibus Law Cipta Lapangan Kerja terhadap proses perkuliahan daring? Kuliah daring 'tak terlalu menarik? Kuliah daring makes student get nothing?,1
"Saat kuliah daring sedang loading, polemik mulai muncul ketika waktu menginjak bulan Oktober. Tiba-tiba semua peserta kuliah daring turun ke jalan-jalan menyambangi jarak.",-1
"istem belajar daring. Mereka yang meneguk pesan, berasumsi bahwa dengan kuliah daring, mahasiswa dilatih untuk belajar mandiri dan dilatih untuk pandai membagi waktu. Dengan kata lain, dalam sistem belajar daring, kuliah dan sistem belajar tetap berjalan.",-1
"Alhasil, semua taat. Mahasiswa sibuk dalam suasana kuliah daring. Membaca notifikasi. Upload tugas. Buka aplikasi zoom. Semuanya tertib dan disiplin. Kadang ada yang mengeluh, akan tetapi tak jarang ada yang meneguk pesan dari sistem belajar dengan cara baru ini -- s",1
"Unik karena orang bisa melakukannya secara bersamaan -- kuliah, sambil demo. Aneh karena aksi demo sambil kuliah daring justru dilakukan saat bangsa ini tengah tertatih-tatih melawan Covid-19.",-1
Apa perlu semua materi kuliah daring untuk semester ini diganti dengan tema umum Tolak Omnibus Law Cipta Lapangan Kerja? Kan bisa langsung dipraktik turun ke lapangan dengan aski demonstrasi.,-1
Apakah materi-materi kuliah daring tak terlalu menarik 'tuk dipelajari sehingga undangan demo lebih diprioritaskan?,-1
Menunggu Undangan Demo Sambil Kuliah Daring  Sekolah daring sambil demo rasanya unik dan aneh. Aneh karena aksi demo sambil kuliah daring justru dilkukan saat bangsa ini tengah tertatih2 melawan Covid-19  https://t.co/W9Vw5IbBTx,-1
"Ujian kuliah daring siang. Sebelum dzuhur ga ngantuk, 5 menit sebelum kelas mulai mata tinggal 5 watt.",-1
mantab bgt kuliah daring waktu kelaperan trs dosennya killer :),-1
"@collegemenfess can relate wkwk, kuliah daring off cam tp full volume grgr sambil masak, multitasking😭👍🏻",1
"Kuliah daring berasa multitasking. Aku juga gitu, nyimak sambil makan kadang 😭",1
"Lek aku due duit sak gebok yo rairo jalok wong tuek. Kuliah daring raentuk sangu,abot mikir tugas,gurung liane Dipaido duit tok",-1
"Kuliah daring perdana, 21 oktober 2020 di kelas AGB2 semester 3.   Masih semangat. Walau ada yang keluar masuk zoom 🤭 @ Medan, Indonesia  https://t.co/mq4s6Q0o6E",-1
Kurusan? Diet ala kuliah daring,-1
Kuliah daring bukannya fokus malah ngantuk,-1
@asmiar__ Dilema kuliah daring,-1
Semangat kuliah daring mulai menurun.,1
Tp kuliah daring ngga dapet sangu anjir mana bisa nabung😭,1
Adik gw kuliah daring di indomaret,-1
"Kuliah luring istirahatnya ke kantin atau perpus, kalau kuliah daring istirahatnya ke dapur, baking. Duh aku.",-1
"@indomiId @_HaddadP kampus kuliah daring gini ttp dapet bayaran, bioskop kering",-1
Di kuliah daring in wajar ga sih klu absen di grup wasap harus pap? Dan semisal telat tetep suruh pap dngan dalih ga bkal di absen. In dosen cara absenya baru w temuin. Ad beberpa yg ga nyaman. Mo nanya alesanya knpa setiap absen hatus pap pun takut :( harus gimna coba 😭,-1
Kamu kuliah daring? Tp masih dikasur? Belum mandi juga? Sama 😐,1
"gaush ditanggepin ak stress sama kuliah daring, beneran pen ngelont. pick me aunty",-1
"Selama pandemi hal apa yg lu benci?? KULIAH!!!!!!  Anjimmm gabisa gw kuliah daring gini, GABISAAAA!!!!😭😭😭😭😭😭😭",-1
"Angel wes angel, kuliah daring sinyale garing_-",1
konyol banget kuliah daring ga pernah ada jam belajar dan dapet materinya tau tau ada UTS haha,-1
@calondolanan Mah koyo kuliah daring wkwk,-1
"1. Gadget dalam kebutuhan sehari hari, untuk mengikuti kuliah daring, tentunya membutuhkan perangkat yang menunjang kegiatan tsb, saya menggunakan beberapa gadget made in China, yang merupakan hasil Hubungan kerja sama dan berhubungan dengan Hubungan Internasional.  https://t.co/gNUyyjsPkn",-1
"@jntexpressid Hadiah yang aku inginkan dari JnT adalah Laptop. Apapun merknya aku akan sangat bersyukur jika JnT memberiku Laptop baru. Karena Laptop ku udah terlalu lemot untuk digunakan di era new normal, khususnya WFH dan Kuliah daring.  Semoga keinginanku dikabulkan, love you JnT❤❤",1
"@collegemenfess Kuliah daring, tugas kelompok, belum bisa adaptasi:(",-1
@collegemenfess tugas-kuliah daring-belajar utbk thn depan,-1
Kuliah daring lebih produktif.,1
"@collegemenfess Kuliah daring, susah adaptasi dan susah bgt masuk materinya:(",-1
"[cm] temen-temen maba, apa yang buat kalian stress banget saat ini? tugas kuliah, kuliah daring, atau apa?",-1
Otak gua selama kuliah daring berasa kek mesin cuci kalo lagi diisi air tapi di drain,-1
Kuliah daring makin pusing anjing,-1
"@alippsaurus Gak, aku denger dari kating kenalan temenku, katanya pas tahun mereka gak kayak gini sama sekali wkwkwk mungkin ini gara-gara kuliah daring jadi tugas ospeknya seabrek gitu banget",1
"Kesusahan sehari cukuplah untuk sehari. Hari ini memiliki kisah tersendiri, tetaplah mengucap syukur walaupun masih kuliah daring.  #KuliahPsikologiUnaki @adwimu",-1
@ditokya kenapa gini banget ya kuliah daring 😭,1
"@Kangbaddutt sama dong kuliah daring + kerja juga sih, have a nice day ya",1
"Rek~ Opo mending aku nyerah yo karo kuliahku? Opo meneh kuliah daring ngene iki, aku sering terkendala fasilitas, bahkan dari hari pertama kuliah. Capek banget rasane",-1
"Kuliah daring  Dosen jelasin rumus penting eh internetnya lemot putus"" suara ama gambarnya, nunggu sampek internet stabil eh udah ganti materi anjim banget  #IndonesiaMaju",1
Opinion: Kuliah daring tanpa adanya sikap integritas bakal bikim semua nya sia sia,-1
"untung aku ga kuliah daring, males banget kan masa iya tugas di share ke sosmed :)",-1
kuliah daring begini bikin tiap hari rasanya kek hari sabtu minggu karna isinya rebahan mulu,-1
"@collegemenfess Capek, gelisah, pusing iya ketambahan mual + sakit perut, ternyata maag kambuh nder kuliah daring malah sering lupa makan. Istirahat kalo capek atau dibuat jalan2 sekitar rumah, tp sebenernya pengen sih ke psikolog",-1
"Pagi,  @IndiHome sedang ada gangguan? Mohon secepatnya utk perbaikan. Pagi ini ank2 hrs sekolah, kuliah daring. Terimakasih.",-1
"setelah bahagia kuliah daring, skrng baru kerasa kangen kuliah offline..",-1
"@virgiilhugo lah gw sibuk nugas,kuliah,daring gapernah nonton sekalinnya nonton begini :"")  https://t.co/tCL2GwYH5H",-1
Kuliah daring binatang,-1
Akhir akhir ini kuliah daring pecah konsen banget nyampe susah fokus sama materinya. Pas belajar sndiri jadinya bingung ini bener apa ngga nya😭😭  https://t.co/n4SyCD5ll7,1
"Ada gak yang kaya aku kalo pagi- siang gapernah nyimak kuliah daring, tapi Pas orang lain tidur rajinnya minta ampun :(  https://t.co/mZEk94XFil",-1
"[cm] mau nanya pendapat kalian tentang dosen yang suka banding""in banyak tugas mereka saat kuliah dulu sama kuliah daring jaman sekarang?",-1
"Kuliah daring beda negara : ""Orang tidur, aku kuliah. Orang kuliah, aku tidur. Nasib mahasiswa yang kuliah di USA, tinggal di Indo."" ~ Leo",-1
cape kuliah daring  bikin mata bentol bentol terus,-1
"Semua providers internet lagi nge down nya?  Yup bagus.  Yang kerja dirumah, sekolah daring, kuliah daring jadi susah kan.  Mantap.",1
"berdasarkan kuliah daring matkul kesehatan mental hari ini dosenku bilang “ga ada orang yang mengalami pertumbuhan yang mundur, yang ada, orang yang tidak mau bertumbuh”",-1
males kuliah daring sumpah,-1
Kuliah daring  Pengetahuan ku tentang politik : 📈📈📈📈📈📈📈📈 Pengetahuan ku tentang hukum : 📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉,-1
Semenjak kuliah daring ini aku makin gak tau apa-apa. Ngeblank 😢,-1
"Kl misalnya ni gue blm lulus kuliah udh stress berat kli ya, keanya sekolah/kuliah daring berat betul 😭",1
"Kuliah daring 3 jam full presentasi, rasanya aaahhhh mantaaappp",-1
"dicari joki kuliah daring, hanya login zoom, suara kamera off tidak apa, suara on buat menyauti saat dosen absen manggil nama fee 50K per mapel #lokersurabaya #lokerindonesia #indoneisabekerja",1
"Astagfirullah aku ini berdosa banget, au dipikirin, kuliah dibiarin, g deng canda. T-tapi yagitu balada kuliah daring WKWKWKWKWK.  https://t.co/AmQNMMJYBt",-1
Ini Kuliah Daring Kayaknya Makin Hari Makin Stress🙃,-1
"kuliah daring malah banyak tugas, stres anjirrr gueeee",-1
Kalo saya masih kuliah dan ikutan kuliah daring Pasti galeri foto saya isinya muka-muka tidak terkontrol teman2 saya  Bukan foto muka temen waktu tidur pas kuliah wkwkwk,1
Kekurangan kuliah daring adalah tidak bisa ngecengin temen waktu presemtasi,-1
Ga kuat bgt kuliah daring kalo dosennya kayak gini.,-1
Kuliah daring gini sebenernya enak enak aja klo gaada tugas dan masuknya ngga jam 7:')),-1
Ahahha 2 smtr kuliah daring,-1
Nggak apa-apa dong. Salah satu tim medsos juga masih ada yang kuliah daring. Jauh lagi kuliah daringnya Korea - Indonesia. Jadi aman~ ada temennya~ 😉,-1
"Tadi isi kuesioner selama kuliah daring ini. Ada pertanyaan 'menurut anda apakah kuliah daring lebih menyenangkan dari kuliah offline?' yah gua jawab tidak setuju lah. Kuliah daring bangkrut gue. Kuota abis, ilmu gak seberapa, pusing nambah 😭",-1
Catetanku masih kosong padahal mau uts. kuliah daring emang astaghfirullah woi,-1
Web kentang aja maksa banget kuliah daring,1
"pdhl lage kuliah daring  ""hp teross"" :))",1
"Merdeka belajar paling gampang diaplikasikan saat kuliah daring, itu kalau setiap mahasiswa boleh ikut kuliah mata kuliah apapun di univ manapun.",-1
"Kuliah daring bukannya makin pinter makin goblok, cita-cita pengen sukses,tapi giliran dikasih tugas di nanti"" giliran dudate panik sendiri hmm dasar aku:)",-1
Ko bisa ya orang kuliah daring tapi ttp punya uang  https://t.co/mfSB16cSkw,1
"[ DAFTAR SKS 2020 YUK]  Hallo KMFH!👋🏻 Waah sudah masuk ke minggu ke-7 kuliah daring ya, gimana nih persiapan UTSnya temen-temen?  Kalo masih bingung atau bimbang dan butuh teman belajar, yuk join dan belajar bareng di SKS 2020!  https://t.co/5q8FUw0p3e",-1
"@tudungitem bener, tapi belum lama kesana menurutku macet nya lumayan berkurang, terus berfikir mungkin krn covid ini mahasiswa pada kuliah daring jadi buat jalanan gak terlalu rame wkwk",-1
@mlgcollegefess Kuliah daring tetep jalan ngab,-1
"@ask_AXIS @Hendra26862150 Iya sama-sama min, mohon bantuan sama tindak lanjutnya min, soalnya aku sering hilang jaringan saat kuliah daring min 😥",-1
@mlgcollegefess Kuliah daring gaada libur keknya,1
"@collegemenfess Baru kuliah daring 2 Minggu gw..pas denger kabar uts langsung ""lah? Kok bisa?"" 😭👍",1
"Huaa  Apa cuman gw yg ngerasa kuliah daring tuh sebatas haha hihi doang alias bnyak main🥺, kuliahnya mah sebatas pasang muka ama telinga itupun masuk telinga kanan keluar telinga kiri :)",-1
"@XLAxiata_Tbk @myXL @AXISgsm Jawabanya : ❤️ B. Fiberisasi ❤️  Udah lama banget pakai XL,, selalu lancar hingga sekarang.. gak pernah hilang jaringan selama kuliah daring ini. Maju teruss... #MajuTerus  #JaringanInternetStabil  #fiberisasi",1
aku kalo kuliah daring ;,-1
"@collegemenfess Sependapat dengan kedua ortu ku tuh... mereka nyuruh aku gap year krn kuliah daring, bayar ukt mahal, tugas banyak tp ga masuk2 ke otak... yaudah aku nurut aja, skrg baru merasakan hikmat nya",1
@indryn__ semangat wis semangat. abot ancen kuliah daring i. beban tugas tok isine,-1
"Jenuh Kuliah Online? Yuk, Coba 5 Hal Ini Agar Kuliah Daring Lebih Efektif! (Tips agar kuliah daring menjadi lebih efektif dan menyenangkan)  https://t.co/T4ucRMnkWX",1
Tahun depan udh 20 tahun 🙄 terus kepikir skrng aja gaada produktivitas selain kuliah daring doang. Belum nge-planning mau ngapain gitu selain lanjutin kuliah :(,-1
"@Smaradhanaa kuliah semester ini naik kuda bigo, kuliah daring bikin goblog",-1
"Lg tidur karna masuk kuliah daring jam 2.10 tbtb dosen chat kalo kelas akan segera  dimulai ( masih jam 1.45) dan pakai google meet. Sementara hp kentangku gaada aplikasi lain selain zoom , parahnya aku jadi mahasiswa yg harus presentasi pertama . Omg..",-1
@mlgcollegefess Kuliah daring tdk mengenal prei ya,1
"Live disaat tidak tepat, gue lagi adaa kuliah daring woii 😌  https://t.co/6Ej5F0ZHN8",-1
Kuliah daring ⬇️,-1
Ini kuliah daring apa ngelatih mental si??   Kok gua ampe stress sama tugas tugasnya?,-1
BAGAIMANA BISA DOSEN YANG SELAMA KULIAH DARING PALING AK HINDARI TERNYATA JADI DOSEN PEMBIMBING KU🙃🤦🏻😇💆🏻,-1
Nanti malam mau ngasih kuliah [daring] buat kelas S2 Manajemen Komunikasi UI. Topiknya: Content Marketing. Bakalan seru nih diskusinya 😎,-1
Wah ari kalo udah mulai nggak kuliah daring lagi bakal kaya gini nih,-1
"Kuliah daring : dosennya ngejelasin sinyalnya jelek,giliran dosennya ngasih pertanyaan ke aing sinyalnya manteng indihome kaya yg gapunya dosa anjim.",-1
@akbarpratamasta Tolong lah ini kapan selesainya kuliah daring anjay cape banget daring,-1
"kuliah daring siang, enaknya adalah gak mengganggu waktu maen pas jam terbang malam 😂",-1
"liat berita merasa beruntung bgt, selama kuliah daring deadline tugasnya nggak pendek, bisa seminggu-dua minggu. makasih pak",-1
Ys ngerti lah gimana rasanya kuliah daring si dosen ngejelasin tanpa ppt :)),-1
"HEEE KULIAH DARING SELAIN BIKIN PUSING BIKIN PANIK JUGAA YAA, TIDUR SIANG JD GA TENANG.😭😭",-1
"semenjak kuliah daring, wa jd ga nyaman lg deh isinya rame bgt",1
prees F buat dosen yang masih sempet ngasih materi kuliah daring walaupun buru-buru karena keburu di lockdown kampusnya 😥😭,-1
Kuliah daring cuma dapet hikmahnya doang,1
Semoga libut panjang cuti bersama minggu depan juga berlaku untuk mahasiswa yang kuliah daring,1
"Para mahasiswa nda pusing apa yah,selama kuliah daring ini yang hanya di dapatkan tugas melulu bukan ilmu",-1
Secapek apapun sekolah/kuliah daring Jangan sampai bunuh diri ya kontol,-1
Ya Allah selama kuliah daring jauhkanlah hambamu ini dari tugas buat video dan diskusi berkelompok.,-1
"kuliah daring emang membuat dikit2 rebahan, bukan karena mager ya anmjim alias punggung panas pol😔😔",-1
Udah lah cape kuliah daring begini dosennya kaya *piiiiiippp* Mau tidur aja enak kali ya???,1
"latihan fisik masih mood""an kuliah daring malah ketiduran😭",-1
"fix aku benci pol kuliah daring, buangsatt tugasnyaa beranak mulu hado",-1
"Boyoke kemeng kuliah daring, pijetan sek ben awake kepenak  https://t.co/QQMVa2YBFv",-1
[cm] Apakah tanggal merah berlaku juga untuk kuliah daring pada saat kondisi seperti ini?,-1
[cm] cara nolak temen yang ngajak contekan pas lagi UTS (kuliah daring) gimana yak?,1
@collegemenfess kuliah daring mana kenal tgl merah,1
@nbilamauliaa Iyo cik kuliah daring smpek bengong kate ngrngokno sg ndi,1
makin males aja gue kuliah daring gini,-1
Kuliah daring mana bisa libur minggu aja diterabas,1
Semoga bukan aku saja yang gapaham sama materi kuliah daring,1
"Selesai sudah ngajar kuliah daring hari ini. Mata kuliah Ilmu Sosial Budaya Dasar (ISBD) Kelas B angkatan 2020, @UMMcampus . Sinergi platform Instagram dan Google Classroom. Semoga barokah untuk semuanya. Aamiin.  https://t.co/joLUK2EV7F  https://t.co/0gcozpGKJH",-1
HADEHHH KULIAH DARING MAKIN MENGGILA,-1
INI KENAPA KULIAH DARING BIKIN ANXIETY TEROS TEROSANNNNN,-1
"Dosen bilang kuliah daring 2 minggu, realitanya 2 semester 😩",-1
@juraganbeasbdg yaudah iya om. aku mau lanjut kuliah daring aja🙏😭  https://t.co/4opiGDHejl,-1
Mikirin kuliah daring❎ Mikirin teori bighit✅,-1
Mantep salah kampus kuliah daring wkwkwk,-1
@jntexpressid ❤ pengen laptop buat kuliah daring ya ga ada habisnyaaaa,1
Makin memprihatinkan dg isi kepala selama kuring (kuliah daring),-1
"gini kubilang sma bpk dosen yang mengajar, kita banyak kendala di kuliah daring ini, terus bapak sekalian jelasin nya ga jelas, beda sama di kelas lebih terbuka ruang debat nya kalo di zoom yang ada kita berantam sama jaringan, dan tugas ya jangan lah di hantam liar kali",-1
Kok orang-orang pada semangat nanya pas kuliah daring yaa😭😭,1
@BEOMBASTIS Senasib ueue mari berpelukan kuliah daring rasa garing 😭,-1
Buat temen temen mutual gue yg sekolah/kuliah nya daring kalian yang kuat dan sabar ya. Gue doain permasalahan ini segera usai dan gue doain semua akan kembali seperti semula baik2 saja dan kalian semua semoga diberi kemudahan dalam menjalani sekolah/kuliah daring 💪💪💪,1
"!UPI sumpah ya semenjak kuliah daring tuh gue cuman nugas nugas dan nugas. gue gak pernah belajar samsek, malah sekarang udah mulai UTS.  https://t.co/MKYMOLkrxT",-1
"Tetangga lagi nikahan, w lagi kuliah daring, mantep bund backsoundnya 🙃",-1
"dibalik ucapan baik pak terimakasih, siap pak terimakasih saat kuliah daring ada otak yg ruwet dan ati sg sodok mangkel. ngaku wes wkwk",-1
klian sekolah/kuliah daring tu disuruh offcam ya?,-1
"Yaampun bun, bodohnya makin aktif aja ini slm kuliah daring",-1
"Kuliah daring di temani lagu dewa 19, mantap",1
"Wes jan kuliah daring ki meng marai luput terus, vvasoe!!",-1
"Ada suara motor pas lagi kuliah daring, Asli tu ganggu banget🏍️",-1
"Disuruh2 pas ngerjain tugas, kuliah daring, dikerjar2 deadline. Abistu dibilang sok sibuk karna daring sama emak sendiri :) padahal gw gini juga buat dia juga. Asli pengen mati bgt serba salah😭 kalo kaya gini mending gausah kuliah gw.",-1
@nunmayy Berasa lg kuliah daring sama jae :')),-1
"semenjak kuliah daring, aku ga pernah dimarahi karena main hp teros wkwkkw",-1
Aku udah jenuh kali kuliah daring gini,-1
"Asli gaenaknya kuliah daring tuh suka lupa udah ngisi absen apa belum, kyk IO nih gue kayaknya lupa ngisi pdhl ikut tatap muka😔",-1
